text,iab_label,confidence
new androids tokyo museum look sound eerily human,IAB1 Arts & Entertainment,0.14
ubisoft watch dogs presents phreaked miniseries looking hacking,IAB1 Arts & Entertainment,0.13
lindsay lohan star londons west end speedtheplow,IAB20 Travel,0.3
streisand responds larry kramers normal heart accusations need,IAB12 News,0.11
california cities seek water independence,IAB12 News,0.21
antarctics ice loss doubled cryosat2 satellite,IAB15 Science,0.22
drag queens tel aviv,IAB20 Travel,0.19
ariana grande poll problem break free favorite new single,IAB24 Uncategorized,0.12
sports briefs uclas pauley pavilion drying flood,IAB17 Sports,0.84
secretary john kerry,IAB14 Society,0.12
lenovo profit rises 25 pcs smartphones boost market share,IAB19 Technology & Computing,0.16
first lady among first get new twitter profile design,IAB4 Careers,0.12
restaurants pose double risk food poisoning,IAB8 Food & Drink,0.4
lastpass update brings galaxy s5 fingerprint authentication,IAB19 Technology & Computing,0.14
rosie odonnell returning view,IAB24 Uncategorized,0.07
aprils durable goods mixed bag,IAB24 Uncategorized,0.21
like juror madonna shows jury duty quickly dismissed,IAB24 Uncategorized,0.2
recap american idol movie music night top 11 performances,IAB1 Arts & Entertainment,0.45
true blood season 7 gets bill sookieheavy trailer real bite,IAB1 Arts & Entertainment,0.14
ohio gas prices slightly,IAB12 News,0.17
cosmic inflation theory confirmed qa robert wilson codiscoverer,IAB15 Science,0.37
simple blood test may soon able predict get alzheimers,IAB15 Science,0.29
blackberry revenue plunges 64 percent,IAB3 Business,0.16
nokia completes sale device business microsoft,IAB3 Business,0.58
hope ear implant,IAB16 Pets,0.09
beloved brady bunch star ann b davis dies,IAB17 Sports,0.2
minute kermit miss piggy bicker lines love,IAB16 Pets,0.17
bofa posts loss hurt legal expenses,IAB3 Business,0.84
bbc cut time climate skeptics,IAB3 Business,0.57
survey us companies add 218k jobs july,IAB3 Business,0.42
futures pointing modestly higher open wall street,IAB12 News,0.18
dancing stars win vote,IAB1 Arts & Entertainment,0.55
brad pitt punched face,IAB17 Sports,0.16
bicep2 allow us work hot big bang,IAB15 Science,0.27
blackberry licensing pact amazon android apps,IAB19 Technology & Computing,0.15
pledge week fed,IAB8 Food & Drink,0.15
uk factory gate inflation slowed may,IAB3 Business,0.3
google glass offered oneday sale,IAB22 Shopping,0.1
blackberry buy germanys secusmart,IAB15 Science,0.38
india morning callglobal markets,IAB3 Business,0.22
argentina says next bond payment impossible,"IAB11 Law, Gov’t & Politics",0.14
paul mccartney hospitalised star extremely moved fans support,IAB1 Arts & Entertainment,0.3
googleized htc one m8 sale 699,IAB20 Travel,0.15
two months nest smoke detectors back sale,IAB22 Shopping,0.13
issues poliorelated travel restriction pakistan,IAB20 Travel,0.59
gold falls europe,IAB24 Uncategorized,0.11
currencies dollar vs yen industrial production,IAB3 Business,0.64
lindsay lohan reveals miscarriage reality show finale,IAB12 News,0.29
highfrequency traders part 2,IAB12 News,0.11
death toll guineas ebola epidemic raised 59,IAB12 News,0.12
nc hamlet residents worry coal ash ponds,IAB12 News,0.2
guinea ebola death toll reaches 70,IAB12 News,0.14
update chris brown ordered another 131 days jail admits probation violation,IAB12 News,0.25
caesars entertainment shut showboat atlantic city casino,IAB1 Arts & Entertainment,0.54
toledos jeep helps chrysler soar 13,IAB2 Automotive,0.57
conservation district still offering watermonitoring devices,IAB12 News,0.21
att aims tvs future 485b directv deal,IAB3 Business,0.23
ducky dynastys phil robertson still speaking homosexuality,IAB12 News,0.11
gm ceo admits recall tardy wont pledge liability,IAB3 Business,0.2
pinterest gears promoted pins quest ad revenue,IAB9 Hobbies & Interests,0.14
movie review guardians galaxy messy imperfect debut video,IAB24 Uncategorized,0.18
update 1total stops buying novatek shares mh17 shot,IAB12 News,0.09
prostate cancer misdiagnosed often,IAB12 News,0.23
cracks plutos moon suggest underground ocean,IAB15 Science,0.22
htc one mini 2 leaked image shows smartphone gunmetal silver gold,IAB19 Technology & Computing,0.19
gm adds 971000 cars ignition switch recall,IAB2 Automotive,0.49
marquez returns scene first motogp victory,IAB17 Sports,0.28
father gi joe dead 86,IAB6 Family & Parenting,0.36
wwe network news vince mcmahon net worth shrinks ceo longer,IAB12 News,0.75
tell politician,"IAB11 Law, Gov’t & Politics",0.22
space station astronaut marks world cup zerog bicycle kicks,IAB17 Sports,0.65
pacific crest sees apples stock reaching 100,IAB8 Food & Drink,0.12
report liveaction halo series coming showtime xbox,IAB1 Arts & Entertainment,0.37
bachelor worst hunk bad ending,IAB24 Uncategorized,0.12
abcs upon time wonderland canceled syfys helix renewed,IAB15 Science,0.22
obama picks former procter gamble exec lead veterans affairs,IAB12 News,0.14
time warner chief jeffrey bewkess turnaround effort makes company,IAB3 Business,0.43
world hometown hail literary giant garcia marquez,IAB24 Uncategorized,0.16
malaysia denies missing plane may flown hours,IAB12 News,0.18
busting myth topdown growth,IAB12 News,0.13
flappy bird may return ios android says developer,IAB19 Technology & Computing,0.38
antarctic ice entering unstoppable thaw study,IAB15 Science,0.37
282 people died mers saudi arabia,IAB12 News,0.18
samsung launches galaxy tab india aims giving ipad run,IAB19 Technology & Computing,0.43
best used car teen driver theres list,IAB2 Automotive,0.26
microsoft turning nokia x lineup windows phone lumias massive layoffs,IAB19 Technology & Computing,0.52
met gala 2014 worst dressed red carpet,IAB12 News,0.14
3d scans spot cancer accurately,IAB15 Science,0.47
spanish italian bond yields drop records economy optimism,IAB3 Business,0.3
drug company give 7yearold medicine could save,IAB3 Business,0.27
nigeria quarantines 2 people ebola,IAB12 News,0.37
brad pitt punch maleficent premiere leads vitalii sediuk arrest,IAB1 Arts & Entertainment,0.18
ebay carl icahn settle proxy fight,IAB3 Business,0.53
harleydavidson reveals project livewire first electric harleydavidson,IAB12 News,0.27
according brody jenner kim kardashian brandon jenner kissed,IAB12 News,0.15
warner bros kevin smith trolling hollywood gossip blogs fake,IAB24 Uncategorized,0.16
genentech exelixis good results melanoma therapy,IAB15 Science,0.29
leftovers left behind mass disappearance,IAB24 Uncategorized,0.17
yes flappy bird return app store,IAB24 Uncategorized,0.09
sports air june 11,IAB17 Sports,0.86
bo roundup may 911 neighbors sends spiderman packing,IAB12 News,0.14
sean combs reverts back puff daddy new album,IAB1 Arts & Entertainment,0.21
detroit police fire retirees reach pension deal court mediators,"IAB11 Law, Gov’t & Politics",0.24
justin bieber serenades manager scooter braun weds yael cohen,IAB1 Arts & Entertainment,0.28
kourtney khloe kardashian rent hamptons mansion film new reality show,IAB21 Real Estate,0.29
mit students create solar panels still work shade,IAB15 Science,0.23
never mind eyesight nose knows much,IAB24 Uncategorized,0.17
91 billion energy merger may start,IAB12 News,0.16
apple denies icloud blame find iphone ransom attack,IAB19 Technology & Computing,0.37
paramount deeply sorry ninja turtles poster 911 mistake,IAB12 News,0.09
feds yet palcohol,IAB8 Food & Drink,0.75
american idol coming back judges,IAB1 Arts & Entertainment,0.18
one direction fans rip burn concert tickets demand apology,IAB1 Arts & Entertainment,0.53
paul mccartney hospitalized viral infection spokesperson confirms,IAB12 News,0.26
google project zero team hunt vulnerabilities,IAB24 Uncategorized,0.25
disneyabc television chief anne sweeney stepping next january,IAB1 Arts & Entertainment,0.44
game thrones finally goes far,IAB1 Arts & Entertainment,0.31
john cena ideal opponent brock lesnars return match,IAB17 Sports,0.12
google eyes 22bn acquisitions way new markets,IAB3 Business,0.24
lady gaga released water conservancy public service announcement,IAB12 News,0.19
report samsung joining virtual reality race galaxy headset,IAB12 News,0.55
need know markets open,IAB3 Business,0.17
microsoft ceo welcomes post postpc era aims something big,IAB3 Business,0.17
rest darkness gordon willis cinematographer defined era,IAB24 Uncategorized,0.12
study backs nonsurgical method fix heart valves,IAB15 Science,0.57
ecigarettes equally harmful study,IAB15 Science,0.25
