text,iab_label,confidence,source
"Chicken Enchiladas Chicken None Enchilada sauce Cheese, tortillas",IAB8 Food & Drink,0.85,natural
"Caesar Salad Wrap Romaine lettuce None Caesar dressing Parmesan cheese, croutons",IAB8 Food & Drink,0.85,natural
S'mores Graham crackers Marshmallows Chocolate None,IAB8 Food & Drink,0.85,natural
"Tiramisu Ladyfingers Sugar Mascarpone cheese Coffee, cocoa",IAB8 Food & Drink,0.85,natural
"Cinnamon Rolls Dough Sugar Butter Cinnamon, icing",IAB8 Food & Drink,0.85,natural
"Chicken Caesar Salad Chicken None Caesar dressing Romaine lettuce, croutons",IAB8 Food & Drink,0.85,natural
"Vegetable Lasagna Vegetables None Olive oil Tomato sauce, cheese",IAB8 Food & Drink,0.85,natural
Garlic Bread Bread None Butter Garlic,IAB8 Food & Drink,0.85,natural
"Chicken Alfredo Pizza Pizza dough None None Chicken, Alfredo sauce",IAB8 Food & Drink,0.85,natural
"Caesar Pasta Salad Pasta None Caesar dressing Romaine lettuce, Parmesan cheese",IAB8 Food & Drink,0.85,natural
"Baked Apple Apples Sugar Butter Cinnamon, oats",IAB8 Food & Drink,0.85,natural
"Apple Pie Apples Sugar Butter Cinnamon, pastry",IAB8 Food & Drink,0.85,natural
"Chicken Parmesan Chicken None Olive oil Tomato sauce, cheese",IAB8 Food & Drink,0.85,natural
"Pumpkin Pie Pumpkin Sugar Butter Pumpkin spice, pastry",IAB8 Food & Drink,0.85,natural
Blueberry Muffins Flour Sugar Butter Blueberries,IAB8 Food & Drink,0.85,natural
"Sausage and Pepper Pizza Pizza dough None None Sausage, bell peppers",IAB8 Food & Drink,0.85,natural
"Beef Wellington Beef None Butter Mushrooms, puff pastry",IAB8 Food & Drink,0.85,natural
Jalebi Flour Sugar Ghee Saffron syrup,IAB8 Food & Drink,0.85,natural
Butter Naan Flour None Butter None,IAB8 Food & Drink,0.85,natural
"Tiramisu Ladyfingers Sugar Mascarpone cheese, coffee liqueur Cocoa powder",IAB8 Food & Drink,0.85,natural
Chocolate Cake Flour Sugar Butter Cocoa powder,IAB8 Food & Drink,0.85,natural
Chocolate Chip Pancakes Flour Sugar Butter Chocolate chips,IAB8 Food & Drink,0.85,natural
"Lemon Bars Lemon juice Sugar Butter Flour, eggs",IAB8 Food & Drink,0.85,natural
"Lemon Bars Lemon juice Sugar Butter Flour, eggs",IAB8 Food & Drink,0.85,natural
Pecan Pie Pecans Sugar Butter Corn syrup,IAB8 Food & Drink,0.85,natural
"Zucchini Bread Zucchini Sugar Butter Cinnamon, nuts",IAB8 Food & Drink,0.85,natural
"Banana Bread Bananas Sugar Butter Cinnamon, nuts",IAB8 Food & Drink,0.85,natural
"Hawaiian Pizza Pizza dough None None Pineapple, ham",IAB8 Food & Drink,0.85,natural
